,neutral,toxic
4965,"Это супер секс, которое не все умеют так заниматься сексом",False
4966,"Ей и электрошокер был нипочём. Я думаю, она бешенством болела",False
4967,Как можно менять детей на мужчин? Зла нехватает.,False
4968,А почему бы и не посмеяться над этой дурочкой,True
4969,ну почему же не услышали? за это его и наказали... он же этого хотел?,False
4970,в наш руский чемпионат надо иностранных судей а не питерских,False
4971,"пусть все знают, ты же этого добивался",False
4972,"Веди себя прилично, невоспитанный человек",False
4973,какой же человек так собак опустил,False
4974,поотрубать бы им руки. бедный ребёнок - ангелочек маленький.,True
4975,еще одни..халявщики ссср...пытаются выжить сами....глупцы!!!не могут понять глупцы...что их комбайнер..собрался свалить..на острова ...а их  оставить на расстерзание..америкосов!!,True
4976,Гомосексуал это который занимается анальным сексом. Не путать.,True
4977,"этого гея на части рвать нужно, ходят же  по земле грешной ((((",True
4978,у кого нибудь есть домашний адрес этого человека? опубликуйте,False
4979,так врать не в первой,False
4980,"Отойдите от моряков, не чего же плохого не сделали",False
4981,"В своей стране порядок навести не могут, а к чужому норовят заглянуть",False
4982,Этим и сделано,False
4983,"сидит и ждет сутками, когда ей кто- нибудь ответит",False
4984,"откуда этот депутат,чего молчат его избиратели,отозвать и наказать",False
4985,Прочитал ленту. Вот спящий зверь молодец-здраво мыслит. Ну и девочка про флаг правильно писала,False
4986,Знаешь почему тебе 76 потому что гады и на том свете никому не нужны,True
4987,Ты врёшь по методичке и не знаешь ни слова по Эстонски. Вам паспорт не выдадут,False
4988,Не засоряйте мозг. бред сумасшедшего,False
4989,Найдите и отдайте детей их родителям,False
4990,Сдайте анализы на аллергию перед покупкой животного,False
4991,Начальник ЦИПсО! Этого замените! Порвался.,False
4992,"в глаза хочу взглянуть я тем людям, голосующим за эту власть!!!",False
4993,"покажи мне хоть одного чеченца, который моет туалеты",False
4994,"Таких людей нужно наказывать. Где-то больной человек ждёт скорую, а он высказывает свое недовольство",True
4995,"Маразм крепчает. Смерть есть, а недалёкие люди готовы на костях плясать. Защищая не пойми кого.",True
4996,кто же собак так отпустил,False
4997,Тогда бабушка будет приставать ещё и к соседям. Не разумно,False
4998,"да правильно россия сделала,.. не надо было курносым обстреливать российских миротворцев,вот так и украинцев на донбассе поставят в неловкое положение",False
4999,"Вы живёте в России, к Российской милиции запишите подобные видео. Или не разрешают?",False
5000,Можно закрыть рот.,False
5001,ты не сын ричарда. безродный которые до сих пор ищут и устагавливают самоинднфикацию,True
5002,"Не трогайте акцию""бессмертный полк"",в отличии от вашей,это святое.",False
5003,Предлагаю начать с госдумы,False
5004,"и вот кто это постит? какие лайки? горе и мольба в глазах!! лучше бы накормил, а не фоткал",False
5005,Все ты помнишь,False
5006,Какие то нехорошие люди хотят нас поссорить.,False
5007,не трудитесь это бесполезно,False
5008,У них было оружие. Могли бы им воспользоваться.,False
5009,"а толку! нас бьют,а мы крепчаем!",False
5010,выслать их из республики.,False
5011,"Она сидит и ждёт сутками когда ей кто-, нибудь ответит",False
5012,Пёс молодец а хозяина машины по яйцам надо за плохое отношение к овчарке,True
5013,"кого волнует,что ты любишь?",False
5014,таких нада любить,False
5015,а горбачь еще жив?,False
5016,"Если это правда, то Путин молодец! Бойтесь его!",False
5017,Плохой человек. вот кого надо приводить к колокольцеву,True
5018,Плохо ему не станет,False
5019,Выпустили опять ему неймется …людям голову морочит,False
5020,Хоть бы раз показали по телевизору правду,False
5021,"Какой автоприцеп, можно приноровиться и откатить руками",False
5022,Никто не присмотрит за чужими детьми,False
5023,а что красота то где тонна макияжа руки бы оторвать тому кто красил и маме мозги вправить,True
5024,Кого волнует что ты любишь?,False
5025,как только рука поднялась. чтоб ему пусто было,False
5026,У кого-то есть его домашний адрес? Опубликуйте..,False
5027,"Блин, я интроверт. Сама не рада.",False
5028,Вот кого надо приводить к колокольцеву,False
5029,А почему лицо спрятано? Его мог бы кто-то опознать,False
5030,А его нужно наказать за такие слова,False
5031,Ну не хочешь - плати! Чего кричать- то?,False
5032,"киргиз украл, она сбежала, так он ее зарезал",False
5033,что перестали прятаться,False
5034,Я тебе сарай приготовил,False
5035,Посадить в тюрьму негодяев,True
5036,За таких не хороших людей страдают невинные,False
5037,"Глупцы издеваются над своим телом, лечиться надо таким людям",True
5038,Закрой свой рот,True
5039,Хватит красть фотографии с багини.,True
5040,Он даже каленвал не крутанул как он его завёл врун,True
5041,Опостылели воры и убийцы народа ссср,True
5042,"Зарядье не понравилось, в отличии от парка",False
5043,не дай бог иметь такого плохого человека в мужьях и зятьях! гнать из семьи сразу!,True
5044,ну если полицейский сбил то ефремов просто был обязан убить человека. он же артист.,True
5045,в наш руский чемпионат надо иностранных судей а не питерских,False
5046,"По- моему, других вариантов нет.",False
5047,Какой человек придумал такие задачи!,False
5048,Женщина за рулём это не езда,False
5049,Всех в магодан лес валить.,False
5050,Какой мост? И где он будет? Рисуешь всякую ерунду,False
5051,значит нужно переодеваться в полицию и расстреливать их начальство,True
5052,Пушной поправился.,False
5053,Разводят людей...даже особо не заморрачиваются...а это вообще реально выглядит или нет?им все равно...врут как дышат,False
5054,"По монитору стекает, опять за тряпкой идти",False
5055,"Так америка и израель только силой завоеванное признают, какие-то рифирендумы-шмифирендумы им неизвестны",False
5056,Почитал ленту. Господи! Сколько глупых людей?! Вот спящий зверь молодец-здраво мыслит. Ну и девочка про флаг правильно написала.,True
5057,"Зря он так, теперь на него дело заведут и еще деньгами ущерб возмещать будет",False
5058,Награждают только себя. Кто пойдёт за них воевать? Сам и Путин.,False
5059,"Это просто невозможно. Как же так,?",False
5060,"Братьев славян столкнули лбами, а вы и ругаетесь, стыдно.....",False
5061,Лжецы. Вот и что с такими делать?,True
5062,Это в какой же стране?ну-ка расскажи нам,False
5063,слезу пустила.сколько заплатили про сказку,False
5064,"Допрыгался, хотел на двух стульях усидеть, а в результате ничего хорошего ему не светит",False
5065,"Кто не будет носить маску, будет наказан",False
5066,Наказать надо таких людей за издевательства,False
5067,..за яйца вот так этих человеков только леской и точно так же..,True
5068,"если она головой ударилась, то неудивительно",True
5069,"Че пацаны, Ники какие хоть у вас на твиче, надо знать с кем чалишься",False
5070,Кем ваш батька себя возомнил? Кто он такой чтоб вызывать нашего генпрокурора?,False
5071,Ну почему же не услышали? За это он и получил по заслугам. Он же этого хотел?,False
5072,Далеко тебе до батьки,False
5073,"давно понятно,что он не тот ,кем выдаёт себя",False
5074,Чтоб костями не колола!,False
5075,"Дынин Александр, это твой пост? Тебя за такое наказать надо",False
5076,таких врачей да в музей,False
5077,Можешь не продолжать. Я понял,False
5078,"Почему они отказались от эксклюзивов? Forza, Halo. Gears of War - эксклюзивы Windows, которые нельзя запустить на Playstation",False
5079,это глупо ! так нельзя .,False
5080,Их нужно наказать,False
5081,"Я удивляюсь, озабоченные девушки, которые ходят и измеряют достоинство линейками у половых органов",True
5082,вывод нужно обосновывать,False
5083,"и где тут смешно и весело? как вы достали, либералы, со своими  лозунгами...",True
5084,"наказать бы его, он бы сразу вспомнил",True
5085,"Жириновский со своей ЛГБТ - партийкой обнулился , редиска",True
5086,Мы не ищем здорову! И поменяй пластинку уже,False
5087,"Ахах, чувак. Скажи, что пошутил неудачно.",False
5088,А ты откуда знаешь?,False
5089,"Похоже старческий маразм начался, совсем забыл(",False
5090,Какой человек придумал такие задачи,False
5091,"Да милое фото. Но сколько глупых, сохнущих по девушкам, фейк это мужики.",True
5092,Дураки полные привязать их и оставить просто гады бог судья,True
5093,девочки оставти человека в покой пусть сам себе шлёт ролики,True
5094,Если это правда то Путин молодец!бойтесь его,False
5095,Ну что это за бред. Автор не обманывай людей,False
5096,почему этого человека до сих пор не наказали?,False
5097,Да они все здесь врут.,False
5098,"Ты все еще тут, жжение есть?",False
5099,вот люди! Самих бы кто на улицу выгнал с детьми!,False
5100,Они до сих пор живы,False
5101,такому плохому  человеку ничего нельзя доверить а он в думе сидит.,False
5102,Не пиши мне больше,False
5103,​конфисковать все у него и повесить на площади,False
5104,Это не про нынешнее поколение. Все не хотят трудиться и следить за порядком,False
5105,"а люди такие, извините, что эта поговорка не действует",False
5106,очень плохой человек тот кто со своим ружьем такую птицу убивает,True
5107,Молодец! Так и нужно таких людей наказывать,False
5108,"пусть себя подожгут,долбаебы... может тогда поймут,что такое боль,ублюдки",True
5109,"Ужас какой то.Дети без матери, отец глупый в тюрьме",False
5110,"Их бы наказать, из-за них люди не могут скорую дождаться",False
5111,"Да-а-а, с такими боевыми товарищами  с революцией точно окальсонится",False
5112,"по монитору течёт, снова за тряпкой идти",False
5113,"Что пацаны, ники какие хоть у вас на твиче, надо знать с кем ты чалишься",False
5114,"Это как заказывать путану похожую на бывшую, а потом поиметь её рыдать ей в жилетку и рассказывать о своей бабе.",False
5115,"Правельно сказал, из-за этого до сих пор Донбасс утюжат",False
5116,"Автор, ты предоставил ложную информацию",False
5117,"хотите приобрести животное, сдайте анализы на аллергию",False
5118,Ох ты ж ёлки палки... у него же весь позвоночник в трусы сыпется по дороге домой,False
5119,"Вам бы её, тогда бы посмотрели как вы будете улыбаться",False
5120,Когда же в России все проснутся? Мы должны быть самодостаточными,False
5121,заразу эту выдернуть в погреб и на 4 копейки кормить!,True
5122,Вы считаете себя умным?,False
5123,поет не плохо.,False
5124,"Вы все нехорошие люди, вы не жили в деревне",True
5125,я бы остановился и наказал его,False
5126,У меня его вообще нет  сама глупая,True
5127,В данной ситуации виновата только ты,False
5128,"канеш , и александр невский и дмитрий донской .... задумывались об украинцах бу га га !",False
5129,"прорыв тебе, из-за таких как ты россии с колен подниматься ещё тяжелее. паразиты!!!",True
5130,кто придумал-это глупость....того надо наказать!,False
5131,Ты везде багорик видишь?,False
5132,"Поменьше бы вас таких , невозможно смотреть",True
5133,"Модераторы, Вы хоть помните, как эта группа называется?! Прекратите выкладывать сюда всю эту депрессуху!!!",False
5134,"будь по проще,и не грей голову ответом...!!!",False
5135,"Глупый, у них государственный язык украинский",True
5136,Он всех купит и продаст.. и чужим и нашим и поёт и пляшет шут,True
5137,Кто нибудь его накажет?,False
5138,так выходит колхозец то плохой раз не смог заработать на дом )))),False
5139,"Я уже не знают, как обратить на себя внимание, зачем нам это все показывать",False
5140,"больше ничего сказать не могу,матерных слов не хватает.",False
5141,"Ок. При чем здесь мы? Переживаешь за украинцев, получай их гражданство, голосуй за кого хочешь.",False
5142,"болтун! пусть едет в хабаровск, замутил воду! вместе с зюгановым",False
5143,"Ха,ха. Там в комментах ещё либералы высказываются. Поколение, воспитанное женщинами.",False
5144,"Не Великий гражданин, а великий не хороший человек",False
5145,Как ты будешь людям в глаз смотреть? Народ не любит тебя. Тебе это так не пройдёт,False
5146,Слишком много плохих людей что бы всех знать что лицо. Из за них и сидим без работы и уже начинаем голодать,False
5147,не налипай!,False
5148,Они на это они своих детей кормят,False
5149,Судьи и полицейские - продажные -вот они натуральные экстемисты,False
5150,"Братьев славян столкнули лбами, а вы грызётесь",False
5151,А ты откуда знаешь ?,False
5152,Плохое к плохому не пристанет,False
5153,"Он глупый , не поймёт",True
5154,"хотите приобрести животное, сдайте анализы на аллергию...",False
5155,Интересно кто ему отдал свой голос,False
5156,Не могу придумать расшифровку,False
5157,Дизайн комнаты скопирован со Смехопанорамы Это просто та же самая комната. Сначала выступает  потом приходит Евгений Ваганыч,False
5158,Я с достоинством принимаю иное мнение,False
5159,ты дурак? беларусы до сих пор тратят те доллары которые заработали в начале 90!,True
5160,За таких людей страдают невинные,False
5161,Врун.. Он всех купит и продаст. И чужим и нашим поет и пляшет. Шут из правящей партии,True
5162,за стопарике можно и лицо сламать,True
5163,за что ему ставить лайк. я с трудом даже в коментах ответил.,False
5164,не одно привлекательной особы,False
5165,Давайте своих! Не трогайте святое!,False
5166,"Редиска !)) Меня и так устраивает. Смотрю тут все сразу набежали.темы стали кидать и коменты. проснулись,видать люди.",False
5167,потомки власова старнные люди,False
5168,Не понимаешь не говори про продовольствие,False
5169,"Я хоть довольно спокойный человек, однако, считаю, что пьяных водителей необходимо строго наказывать",False
5170,"надоест мастурбировать ,сообщи громогласно,что бы мы знали.а то тебя не поймёшь ,чего у тебя там",True
5171,"Ну, Александр, предоставляющий в комментариях мужское мнение, наско6 я поняла, был фраппировпн и озадачен запросами мамзелей",True
5172,"баба глупая на всю голову,точно кто то написал,,необразованная,,",True
5173,Так или иначе его настигнет божья кара всю жизнь трясись!,False
5174,"Крохотный то крохотный, на пикабу сидит",False
5175,Сами себе роют яму,False
5176,Ну и где на Байконуре лес,False
5177,"Ахах, скажи, что пошутил неудачно, иначе это конец",False
5178,"Пристали к боксёру. У нас Вова глупее - факт. Вот, где плакать надо!",True
5179,когда он признался о содейном я его зауважал как мужика. а сейчас он идёт на отказ. позорище.,False
5180,Не зря парень не глупый. Видимо уже все! Дальше этого терпеть больше не мог...завидую.. хоть поживет нормально,False
5181,Какой глупец придумал такие задачи?,True
5182,"Мне безразличны те,кто меня не любит",False
5183,За такие слова наказывать надо.,False
5184,ненасытный человек чтобы таких бог наказал,True
5185,Невнимательно читаешь. Я не называл его геем. Он своей игрой сделал из гея что то более плохое,False
5186,"В думе плохие люди, и народ живет по строгим законам!",True
5187,он придумал что чвк в лелезли в его власть,False
5188,"кто ему там по голове камнем ударил, и в воду выкинул.",False
5189,Очень некрасивые все,True
5190,Я с вами не спал. Обращайтесь ко мне на Вы. Мне не интересны ни ты ни Путин.,False
5191,а что не так.,False
5192,"только потом не спрашивайте откуда такие люди берутся? от вас, и берутся.",False
5193,"Не сотвори себе кумира, тем более  чиновника",False
5194,И как они после этого заснуть смогут,False
5195,"Старший талантище, а этот бестолковый, но сплошные амбиции.",True
5196,"Что творится! Родителей к ответу, Родили-воспитывайте, следите за своими детьми",False
5197,"Вывести его, бессовестного, на площадь раздеть догола выпороть и отсечь правую руку. одного наказали бы так другой бы подумал.",True
5198,всем все равно на эти батлы,False
5199,Наказала бы этого ненормального!!!!!!!!!!ну и бумеранг никто не отменял!,True
5200,у него один рывок поскудней другова,False
5201,Автор сам недалеко от мэра ушёл. Мэр у них не самый образованный человек.,True
5202,не удивлен - рано или поздно все равно придется таких сажать.,False
5203,Сказал и спрятался,False
5204,не бойтесь показаться плохим.бойтесь казаться нормальным человеком.,False
5205,Судить его надо по всей строгости закона.,False
5206,Это лучший министр в мире,False
5207,Только потом не спрашивайте откуда такие мрази берутся.от вас неумные и берутся,True
5208,"зачем фейк распространять ?это ролику 100 лет,нужно думать",False
5209,"Надо выгнать из него дурь, тогда и проблем не будет. Нет проблем - нет хлопот.",False
5210,худой киргиз иди ты....,True
5211,Гари Каспаров из героя ссср и чемпиона мира стал родным братом гозмана,False
5212,попались бы мне в армии в ссср ! пришли бы домой на дембель нармальными парнями !,False
5213,"Обещал, что скоро закончится, дай бог",False
5214,"Кто за рулём, зачем убегал",False
5215,"Не бойтесь показаться дураком, бойтесь казаться нормальным человеком",False
5216,у этого человека один рывок хуже другого,False
5217,"в чем смысл стоять и кричать. надо действовать, или не ходить на митинги",False
5218,только и могут бла бла бла одним словом говорить умеет каждый а что конкретно сделал этот старый человек?,False
5219,"Кто их выбрал. Их не раскулачишь, дай бог им счастья. Люди мы все понимаем все вернётся бумерангом",False
5220,"Может тебя и твою семью обложить налогом, как таких держат в парламенте.",False
5221,этот извращенец старухое* пидор когда заткнется? у него вместо языка член.,True
5222,этого человека нужно расстрелять за развал ссср,True
5223,"Не понятный, сложный для понимания язык.",False
5224,"Достали,держали когда нибудь щуку хотя бы на пятерку?,или он из шаолиня,пустобрехи.",True
5225,"А почему нет? По факту-то раскрашен разве что американский флаг, ну миссия ВНЕЗАПНО американская.",False
5226,депутатов что в думе их надо на прожиточный минимум посадить и на вечно,False
5227,"интересно где это чмо образование получал, хам . глаза аж из орбит лезут от злобы что расстрелять всех не дают",True
5228,"ты можешь сказать что-то со смыслом, парень?",False
5229,Ты ещё твой мозг проколола,True
5230,Ты всех замучила уйди уже куда нибудь,False
5231,а кто сделал этот фейк,False
5232,"таких даже руками жалко бить,в поле и давить",True
5233,"Пусть лучше идёт свои песни поет, считальщик блин",False
5234,Опять врёшь? Придумал про температуру? Или тебе текст кураторы написали?,False
5235,кроме мата других слов не нашлось,False
5236,Сидеть не умеет. Тычет грязной подошвой прямо девочке в ногу.,False
5237,да потому что по телефону разговаривают когда едут! своими глазами вижу каждую неделю мотаюсь по облостям,False
5238,"Модераторы, отвечайте, ! Почему демонеток удалили, а запрещенные танцульки на месте?",False
5239,"Нагуляется, вернётся, вспомнит что есть муж и дети. Таким женщинам хватает совести на все, плохая идея принимать её обратно",False
5240,Что мешает автору ходить в противогазе?,False
5241,Все это враньё. Кто то решил заработать на бабушке. Не стыдно?,False
5242,"Хотелось бы на тебя глянуть. Отличный артист, все бы мужики достигли того чего он.",False
5243,Пока Путинские девушки до вечера пляди,True
5244,Будет пользоваться как вибратором,True
5245,"сразу видно чувак сервитором будет канализационные люки чистить (я не чищу, не надо по себе судить)",True
5246,слов не хватает..вы о чем?,False
5247,"отстаньте, верните Иваныча!",False
5248,"от плохой жизни, от голода, человек распух!!!!",False
5249,за свои деяния она бы у меня мыла машину снаружи и внутри,False
5250,Вообще что происходит. Им что все дозволено,False
5251,"Согласен, не самый удачный сервис, надеешься на фото, а они не выполняют заказ",False
5252,Поймать его т отпетушить.рвань эту,True
5253,"Какая-то вредная женщина, мужчине шаурму запрещает((",False
5254,"осторожно мошенники,эти люди  гуляют по интернету и обманывают людей,этот товар белорусской фабрики и стоит он от 4000 руб.",False
5255,Где ты был раньше?,False
5256,"пожалуйста! один только пикрил 8393005 просмотров на одном только ютубе, не считая ящика.",False
5257,эти люди занимаются в свободное время и из-за них сокращение на ж/д,False
5258,А обе фотки в один пост засунуть одержимость Кармой не позволила?,True
5259,Я б с тобой сексом занялся,True
5260,кто тебе не дает? а я посмотрю и посмеюсь,False
5261,"понимаете... страшно не то, что он, продал страну... страшно то, что он пользуется авторитетом у путина...",False
5262,"Зачем детей так воспитывать? Учил бы уроки, и мечтал быть полезным для страны!",False
5263,"у нас почему то - люди, как мясо за чью то цель, за чье-то выделовании почему???",True
5264,когда это прекратиться что нам делать вы считывают пусть значит свет дорожает а его не бывает .,False
5265,"Посмотри меню, оно есть в инете.",False
5266,что б его самого на цепь посадили,True
5267,"маразм это ,твой маразм",True
5268,Два кислых друга,False
5269,"бедный ребенок, родители плохие люди,как же ему с такими дальше жить",False
5270,Вот и мы посмотрим на твоё лицо,False
5271,Хватит присылать открытки,False
5272,Чем им сетка помешала с трубами?,False
5273,С таким человеком нет желания дальше продолжать,False
5274,"Рута весной говорил, что на создание вакцины нужно минимум 3 года, а через 3 месяца уже создал.",False
5275,"Уже фортопиано у них расисткое, что дальше?",False
5276,Хорошо не наказали,False
5277,"а казну пополнять то,надо! не даром выплаты на детей были!!!",False
5278,"ни тебе решать, ты сам на русском разговариваешь",False
5279,гомосексуализма испугал мачо. вы совсем с ума сошли?,True
5280,Это беседа одного и тоже человека?,False
5281,Восстановим и покажем тем кто разрушил.,False
5282,"Тут мэр не виноват, а те кто ставил столб не по нормам.",False
5283,"Надо его выгнать, а то он ещё кресло занимает.",False
5284,"заметили ? люди, читающие за кадром - анонимы .",False
5285,чё ты обманываешь 90и уж не народ начал драку а полиция пытались разагнать митинг,False
5286,"В 90 видел порнофильм с ее участием, состарилась актриса.",False
5287,Ну и куда столько ? Вас самих нужно за это наказать,False
5288,"Кстати, шутка про аоран. Не стоило так шутить, тем более что он не мусульманин",False
5289,"Если б я знал, где у этого человека счет и деньги, пошел бы сразу.",False
5290,Может она просто твой номер дала людям другой национальности?,False
5291,-да сам ты раб !смешно как узбеки судят туркмен!..ещё свою  историю навязывают...мы да мы..,True
5292,"в новокузнецком Пусть радуется, что не заточкой получил в этом криминальном районе",True
5293,"Ты ещё на сайте, договоришься",False
5294,А зачем одних шахтёров показали все работают как кони,False
5295,"Где-то, я уже видел этого человека таджика, даже по фото видно , редкий человек",False
5296,"ублюдкам бабушкина квартира нужна, вот и хотят свести в могилу и остаться не причём плохие люди!!!",True
5297,"Плохая мать,детей променяла на мужчину",True
5298,"Вся ли шобла ебнутых здесь,отвечайте ,дебилы пустоголовые?:d:d:d",True
5299,верните иваныча!,False
5300,А кто такой прилучный?,False
5301,Ты что смеешься? Ты что написала?,False
5302,"бедный ребенок, как с такими родителями дальше жить",False
5303,"не воссоздай себе кумира, тем более чиновника",False
5304,"молодец! главное пообещать. но мы же его не выбирали
это преемник Ельцина.а как ухватился за кресло,не вырвать, не оторвать",False
5305,"с ты если не поноаеш о чем говорят,тогда молчи",True
5306,"Интеллигентное лицо, кимано, на грани, на его зоне и все остальное. Графоман.",True
5307,"Зачем помешали,надо таких учить,чтоб сидели по своим норам и нос не высовывали,голову поставить задом наперёд",True
5308,уместный вопрос как он попал в думу?кто-то же проголосовал за него и подобных,False
5309,"Его пора поставить на место, что бы глупости всякие не говорил",False
5310,"А как же новость о том, что доверие к президенту путину выросло?",False
5311,ни тебе решать дурень старый сам же на русском разговариваешь,True
5312,"по этому и отказала, что не любил, а все лето в поле непонятно чем занимался :d :d :d",False
5313,"Тупые хохлоебы, вы ебнутые !",True
5314,"у тебя внуки есть, женщина? я думал , что с возрастом бабы умнеют. смотрю на тебя. вижу , что ошибся",True
5315,"после интервью дудя, противно смотреть на его лицо",True
5316,Не удивлён - рано или поздно всё равно придётся таких сажать,False
5317,"Сажать его нужно, давать срок по полной. Что бы другим не повадно было.",False
5318,он все равно умрет,False
5319,"А почему нет? По факту раскрашен только флаг, а миссия плохая.",False
5320,это лучший министр в мире,False
5321,"Иди от сюда, верните иваныча!",False
5322,Наказать за такое выступление,False
5323,Водитель. Не надо их было брать. Уж если взялся то вези.,False
5324,Человек у которого не все дома  и к сожалению таких все больше и больше становится .,True
5325,"а зачем одних шахтёров показали, все работают, как кони",False
5326,я бы их заботливых нехорошее сделал и перед администрацией поставил. что бы его саратники видели что их ожидает,False
5327,"эти либералы воду мутят, хотят Америку устроить",False
5328,Нехорошая девушка... но с красивой фигурой.,True
5329,Любишь с кем попало в одном вагоне ездить?,False
5330,"Да не уберут её никуда, пока мы реагирует, им деньги идут",False
5331,Много пьёшь и пахнешь не вкусно.,False
5332,Хомячки вышли размяться.,False
5333,кто сочиняет этот бред?,False
5334,"Очень редкая икона дедушки. Таких на земле всего лишь две, и то одна сгорела",False
5335,Нашли себе богиню. Я просто удивляюсь. Раздел нужно убрать.,False
5336,Как вы надоели,False
5337,"Водитель плохо поступил, не дало было их брать, а уж если взялся, то вези.",False
5338,"я вам сообщаю в очередной раз, что сосасенков проиграл суд Олеже Ссаколову.",False
5339,Всем безразличны эти батлы.,False
5340,да это путин замучил своими выподами,False
5341,"таких не гнать, таких казнить публично надо что бы другим было не повадно",True
5342,С таким лицом ей вообще есть противопоказано.,True
5343,"Класс, теперь он стал приколом в ВКонтакте. Хорошие у вас кумиры однако.",False
5344,Двадцать,False
5345,тогда а если класс не жать что возьми вот эти пригодятся может шариков все таки успел дать потомство,False
5346,Вы на кого работаете? Четвертый раз ставлю и четвертый раз проигрыш. Не умеете не дарите людей,False
5347,идите и ковид с собой возмите,True
5348,Много ли людей отвечающих на этот вопрос?,False
5349,Сжечь Китай вместе с людьми!!! И их лабораториями!,True
5350,"Водитель плохой. Не надо было из брать, а раз взял вези",False
5351,"одни ужасные люди хвалят, чтобы кресло не терять, а народ голодает,ничего?",False
5352,"Только и могут,что разговаривать,а что конкретно сделал этот пожилой человек?",False
5353,"Если бы я знал где у него счёт и деньги, я бы сразу пошел",False
5354,Мне всё равно на тебя и начальство мое. Мне что бояться? Мошенников?,True
5355,Глупость процветает в масочном режиме,True
5356,Может она просто дала твой номер кому-то,False
5357,Яе ты врешь 90и уж не народ начал драку а полиция пыталась разогнать митинг,False
5358,Какие то вы все странные,False
5359,Что за дурак это публикует и для чего?,True
5360,теперь и я боюсь.,False
5361,Он туда ехать собрался? Тут только можно сказать словами Лаврова.,False
5362,"вообще, дурак! еще раз доказал!",True
5363,"Франция так же давит на российских чиновников, как давила на немцев в 40-х: только на словах, десять лет спустя.",False
5364,Сам ты??? Ненормальный и дети в тебя,True
5365,"Тебе мало женщин, что на ребенка бросаешься",False
5366,"Если по пакету проехали, тогда что?",False
5367,Не нужно врать,False
5368,"Был негодяем, таким и остался",True
5369,"Нормальный мужик таких вещей делать не будет, замёрз он там или его вообще там не было",False
